Item ID,Site,Item Name,SKU,Quantity,Reorder Threshold,Optimum Threshold
10415,Dieppe Retail,Spider Arc Silver,52816,10,5,10
10401,Dieppe Retail,Spider Interactive,52802,10,5,10
10402,Dieppe Retail,"Spider Interactive ""L"" Neck",52803,10,5,10
10397,Dieppe Retail,Spider Mini Diamond Silver,52798,10,5,10
10396,Dieppe Retail,Spider Mini Red,52797,10,5,10
10763,Dieppe Retail,Spider Mini Red,30031,10,5,10
10768,Dieppe Retail,Spider Tour Black Double Bend,30036,10,5,10
10408,Dieppe Retail,Spider Tour Black Double Bend,52809,10,5,10
10413,Dieppe Retail,Spider Tour Black Double Bend,52814,10,5,10
10410,Dieppe Retail,"Spider Tour Diamond Silver ""L"" Neck",52811,10,5,10
10409,Dieppe Retail,Spider Tour Diamond Silver Double Bend,52810,10,5,10
10417,Dieppe Retail,Spider Tour Platinum,52818,10,5,10
10414,Dieppe Retail,Spider Tour Red,52815,10,5,10
10411,Dieppe Retail,"Spider Tour Red ""L"" Neck",52812,10,5,10
10769,Dieppe Retail,"Spider Tour Red ""L"" Neck",30037,10,5,10
10412,Dieppe Retail,Spider Tour Red Center Shaft,52813,10,5,10
10407,Dieppe Retail,Spider Tour Red Double Bend,52808,10,5,10
10418,Dieppe Retail,Spider Tour Red Sightline,52819,10,5,10
10599,Dieppe Retail,Sport TSCOLLAPSANT Collapsible Antennae,17465,10,5,10
10601,Dieppe Retail,Sport TSRECNET Recreation Volleyball Net,80115,10,5,10
10589,Dieppe Retail,Sportcraft Stadium Seat - Black,91572,10,5,10
10177,Dieppe Retail,Standard Hiking Backpack,11179,10,5,10
10178,Dieppe Retail,Standard Hiking Backpack,11180,10,5,10
10727,Dieppe Retail,Storm Bucket Hat,30006,10,5,10
10725,Dieppe Retail,Storm Hat,30004,10,5,10
10158,Dieppe Retail,Stove,11160,10,5,10
10157,Dieppe Retail,Stove,11159,10,5,10
10751,Dieppe Retail,Stratus Tech Glove,30008,10,5,10
10737,Dieppe Retail,Stratus Tech Ladies Glove,30008,10,5,10
10656,Dieppe Retail,Sun Dolphin Journey 10 SS Sit-On Angler Kayak Grass  Paddle Included,28976,10,5,10
10022,Dieppe Retail,Super Tacks 2.0 Grip Senior Hockey Stick,60022,10,5,10
10017,Dieppe Retail,Super Tacks AS1 Grip Senior Hockey Stick,60017,10,5,10
10009,Dieppe Retail,Super Tacks AS1 Junior Ice Hockey Skates,60009,10,5,10
10001,Dieppe Retail,Super Tacks AS1 Senior Ice Hockey Skates,60001,10,5,10
10084,Dieppe Retail,Super Tacks Senior Hockey Elbow Pads,60084,10,5,10
10043,Dieppe Retail,Super Tacks Senior Hockey Gloves,60043,10,5,10
10057,Dieppe Retail,Super Tacks Senior Hockey Pants,60057,10,5,10
10075,Dieppe Retail,Super Tacks Senior Hockey Shoulder Pads,60075,10,5,10
10083,Dieppe Retail,Supreme 1S Senior Hockey Elbow Pads,60083,10,5,10
10044,Dieppe Retail,Supreme 1S Senior Hockey Gloves,60044,10,5,10
10078,Dieppe Retail,Supreme 1S Senior Hockey Shin Guards,60078,10,5,10
10074,Dieppe Retail,Supreme 1S Senior Hockey Shoulder Pads,60074,10,5,10
10016,Dieppe Retail,Supreme 2S Pro Grip Senior Hockey Stick,60016,10,5,10
10008,Dieppe Retail,Supreme 2S Pro Junior Ice Hockey Skates,60008,10,5,10
10109,Dieppe Retail,Supreme 2S Pro Senior Goalie Chest & Arm Protector,60109,10,5,10
10106,Dieppe Retail,Supreme 2S Pro Senior Goalie Glove,60106,10,5,10
10102,Dieppe Retail,Supreme 2S Pro Senior Goalie Leg Pads,60102,10,5,10
10002,Dieppe Retail,Supreme 2S Pro Senior Ice Hockey Skates,60002,10,5,10
10005,Dieppe Retail,Supreme 2S Senior Ice Hockey Skates,60005,10,5,10
10722,Dieppe Retail,Supreme Cart Bag,30001,10,5,10
10012,Dieppe Retail,Supreme S190 Junior Ice Hockey Skates,60012,10,5,10
10046,Dieppe Retail,Supreme S190 Senior Hockey Gloves,60046,10,5,10
10555,Dieppe Retail,SV5WSC Sensi-Tec Composite Volleyball,34777,10,5,10
10100,Dieppe Retail,Synthetic Ice,60100,10,5,10
10099,Dieppe Retail,Synthetic Ice,60099,10,5,10
10051,Dieppe Retail,Tacks 4 Roll Pro Senior Hockey Gloves,60051,10,5,10
10053,Dieppe Retail,Tacks 5092 Senior Hockey Gloves,60053,10,5,10
10087,Dieppe Retail,Tacks 7092 Senior Hockey Elbow Pads,60087,10,5,10
10050,Dieppe Retail,Tacks 7092 Senior Hockey Gloves,60050,10,5,10
10061,Dieppe Retail,Tacks 7092 Senior Hockey Pants,60061,10,5,10
10081,Dieppe Retail,Tacks 7092 Senior Hockey Shin Guards,60081,10,5,10
10028,Dieppe Retail,Tacks 710 Hockey Helmet,60028,10,5,10
10007,Dieppe Retail,Tacks 9080 Senior Ice Hockey Skates,60007,10,5,10
10636,Dieppe Retail,TACTICAL VEST MED-2XL BLK,60664,10,5,10
10605,Dieppe Retail,Tandem Sport Volleyball Passing Sleeve  Black  Small/Medium,75370,10,5,10
10726,Dieppe Retail,TaylorMade Beanie,30005,10,5,10
10591,Dieppe Retail,Team Bag,78034,10,5,10
10575,Dieppe Retail,Team Elite Crossover Backpack - Black,43913,10,5,10
10491,Dieppe Retail,"Telescoping Portable Hoop System - 44"" Eco-Composite",12151,10,5,10
10448,Dieppe Retail,TF-1000 Legacy Basketball,12108,10,5,10
10453,Dieppe Retail,TF-250 Indoor-Outdoor Basketball,12113,10,5,10
10452,Dieppe Retail,TF-500 Indoor Basketball,12112,10,5,10
10470,Dieppe Retail,The Beast Glass Portable Basketball Hoop System,12130,10,5,10
10767,Dieppe Retail,TP Black Copper COlleciton Ardmore 3,30035,10,5,10
10405,Dieppe Retail,TP Black Copper Collection Ardmore 3,52806,10,5,10
10406,Dieppe Retail,TP Black Copper Collection Juno,52807,10,5,10
10764,Dieppe Retail,TP Black Copper Collection Juno,30032,10,5,10
10766,Dieppe Retail,TP Black Copper Collection Mullen 2,30034,10,5,10
10403,Dieppe Retail,TP Black Copper Collection Mullen 2,52804,10,5,10
10404,Dieppe Retail,TP Black Copper Collection Soto,52805,10,5,10
10765,Dieppe Retail,TP Black Copper Collection Soto,30033,10,5,10
10437,Dieppe Retail,TP Collection Ardmore,52838,10,5,10
10435,Dieppe Retail,TP Collection Balboa,52836,10,5,10
10436,Dieppe Retail,TP Collection Chaska,52837,10,5,10
10438,Dieppe Retail,TP Collection Mullen,52839,10,5,10
10422,Dieppe Retail,TP Red Collection Ardmore,52823,10,5,10
10420,Dieppe Retail,"TP Red Collection Ardmore 2 ""L"" Neck",52821,10,5,10
10419,Dieppe Retail,"TP Red Collection Ardmore 2 ""L"" Neck",52820,10,5,10
10421,Dieppe Retail,TP Red Collection Ardmore 3,52822,10,5,10
10423,Dieppe Retail,TP Red Collection Ardmore Center Shaft,52824,10,5,10
10424,Dieppe Retail,TP Red Collection Chaska,52825,10,5,10
10398,Dieppe Retail,TP Red-White Ardmore,52799,10,5,10
10399,Dieppe Retail,TP Red-White Ardmore 2,52800,10,5,10
10400,Dieppe Retail,TP Red-White Ardmore 3,52801,10,5,10
10752,Dieppe Retail,Tradition Lite Heather Hat,30008,10,5,10
10210,Dieppe Retail,Trinocular,11212,10,5,10
10209,Dieppe Retail,Trinocular,11211,10,5,10
10156,Dieppe Retail,Triple Sleeping Bag,11158,10,5,10
10530,Dieppe Retail,U-Turn Basketball Hoop Lift System,12190,10,5,10
10499,Dieppe Retail,U-Turn Basketball Hoop Lift System,12159,10,5,10
10481,Dieppe Retail,"U-Turn In-Ground Basketball Hoop System - 54"" Acrylic",12141,10,5,10
10509,Dieppe Retail,"U-Turn In-Ground Basketball Hoop System - 54"" Acrylic",12169,10,5,10
10508,Dieppe Retail,U-Turn In-Ground Glass Basketball Hoop System,12168,10,5,10
10486,Dieppe Retail,U-Turn In-Ground Glass Basketball Hoop System,12146,10,5,10
10472,Dieppe Retail,Ultimate Hybrid Portable Basketball Hoop System,12132,10,5,10
10471,Dieppe Retail,Ultimate Hybrid Portable Basketball Hoop System,12131,10,5,10
10023,Dieppe Retail,Ultra Tacks Pro Stock Hockey Stick,60023,10,5,10
10445,Dieppe Retail,Uncle Drew Mini Basketball - The Squad Goals,12105,10,5,10
10447,Dieppe Retail,Uncle Drew Outdoor Basketball - The Big Fella,12107,10,5,10
10444,Dieppe Retail,Uncle Drew Outdoor Basketball - The Icon,12104,10,5,10
10446,Dieppe Retail,Uncle Drew Outdoor Basketball - The Legend,12106,10,5,10
10915,Dieppe Retail,Under Amour Girls' Novelty ColdGear Leggings,70035,10,5,10
10919,Dieppe Retail,Under Amour Girls' Novelty ColdGear Leggings,70039,10,5,10
10918,Dieppe Retail,Under Amour Girls' Novelty ColdGear Leggings,70038,10,5,10
10917,Dieppe Retail,Under Amour Girls' Novelty ColdGear Leggings,70037,10,5,10
10913,Dieppe Retail,Under Amour Girls' Novelty ColdGear Leggings,70033,10,5,10
10916,Dieppe Retail,Under Amour Girls' Novelty ColdGear Leggings,70036,10,5,10
10914,Dieppe Retail,Under Amour Girls' Novelty ColdGear Leggings,70034,10,5,10
10942,Dieppe Retail,Under Amour Youth Team OTC Socks,70062,10,5,10
10943,Dieppe Retail,Under Amour Youth Team OTC Socks,70063,10,5,10
10576,Dieppe Retail,Under Armour Dual Action Pump with Guage,46423,10,5,10
10988,Dieppe Retail,Under Armour Dual-Action Ball Pump,70108,10,5,10
10556,Dieppe Retail,Under Armour Manhattan Beach Volleyball,43456,10,5,10
10899,Dieppe Retail,Under Armour Men's Challenger II T-Shirt,70019,10,5,10
10898,Dieppe Retail,Under Armour Men's Challenger II T-Shirt,70018,10,5,10
10897,Dieppe Retail,Under Armour Men's Challenger II T-Shirt,70017,10,5,10
10894,Dieppe Retail,Under Armour Men's ColdGear Armor Mock Compression,70014,10,5,10
10896,Dieppe Retail,Under Armour Men's ColdGear Armor Mock Compression,70016,10,5,10
10895,Dieppe Retail,Under Armour Men's ColdGear Armor Mock Compression,70015,10,5,10
10893,Dieppe Retail,Under Armour Men's ColdGear Armor Mock Compression,70013,10,5,10
10902,Dieppe Retail,Under Armour Men's ColdGear Fitted Crew,70022,10,5,10
10901,Dieppe Retail,Under Armour Men's ColdGear Fitted Crew,70021,10,5,10
10900,Dieppe Retail,Under Armour Men's ColdGear Fitted Crew,70020,10,5,10
10926,Dieppe Retail,Under Armour Mens' Challenger Tech Three Quarter Pants,70046,10,5,10
10923,Dieppe Retail,Under Armour Mens' ColdGear Compression Leggings,70043,10,5,10
10922,Dieppe Retail,Under Armour Mens' ColdGear Compression Leggings,70042,10,5,10
10921,Dieppe Retail,Under Armour Mens' ColdGear Compression Leggings,70041,10,5,10
10920,Dieppe Retail,Under Armour Mens' ColdGear Compression Leggings,70040,10,5,10
10981,Dieppe Retail,Under Armour Undeniable 3.0 Medium Duffle Bag,70101,10,5,10
10979,Dieppe Retail,Under Armour Undeniable 3.0 Medium Duffle Bag,70099,10,5,10
10978,Dieppe Retail,Under Armour Undeniable 3.0 Medium Duffle Bag,70098,10,5,10
10977,Dieppe Retail,Under Armour Undeniable 3.0 Medium Duffle Bag,70097,10,5,10
10976,Dieppe Retail,Under Armour Undeniable 3.0 Medium Duffle Bag,70096,10,5,10
10975,Dieppe Retail,Under Armour Undeniable 3.0 Medium Duffle Bag,70095,10,5,10
10974,Dieppe Retail,Under Armour Undeniable 3.0 Medium Duffle Bag,70094,10,5,10
10973,Dieppe Retail,Under Armour Undeniable 3.0 Medium Duffle Bag,70093,10,5,10
10972,Dieppe Retail,Under Armour Undeniable 3.0 Medium Duffle Bag,70092,10,5,10
10971,Dieppe Retail,Under Armour Undeniable 3.0 Medium Duffle Bag,70091,10,5,10
10970,Dieppe Retail,Under Armour Undeniable 3.0 Medium Duffle Bag,70090,10,5,10
10980,Dieppe Retail,Under Armour Undeniable 3.0 Medium Duffle Bag,70100,10,5,10
10925,Dieppe Retail,Under Armour Womens' ColdGear Leggings,70045,10,5,10
10924,Dieppe Retail,Under Armour Womens' ColdGear Leggings,70044,10,5,10
10495,Dieppe Retail,Universal Backboard Mounting Bracket,12155,10,5,10
10529,Dieppe Retail,Universal Backboard Mounting Bracket,12189,10,5,10
10520,Dieppe Retail,Universal Shot Trainer Training Aid,12180,10,5,10
10019,Dieppe Retail,Vapor 1X Griptac Senior Hockey Stick - '15 Model,60019,10,5,10
10013,Dieppe Retail,Vapor 1X Lite Griptac Senior Hockey Stick,60013,10,5,10
10041,Dieppe Retail,Vapor 1X Lite Pro Senior Hockey Gloves,60041,10,5,10
10082,Dieppe Retail,Vapor 1X Lite Senior Hockey Elbow Pads,60082,10,5,10
10077,Dieppe Retail,Vapor 1X Lite Senior Hockey Shin Guards,60077,10,5,10
10073,Dieppe Retail,Vapor 1X Lite Senior Hockey Shoulder Pads,60073,10,5,10
10103,Dieppe Retail,Vapor 1X OD1N Pro Senior Goalie Leg Pads - '17 Model,60103,10,5,10
10108,Dieppe Retail,Vapor 1X Pro Senior Goalie Blocker - '17 Model,60108,10,5,10
10052,Dieppe Retail,Vapor APX2 Senior Hockey Gloves,60052,10,5,10
10059,Dieppe Retail,Vapor APX2 Senior Hockey Pants,60059,10,5,10
10063,Dieppe Retail,Vapor Large Pro Carry Hockey Equipment Bag,60063,10,5,10
10064,Dieppe Retail,Vapor Medium Pro Carry Hockey Equipment Bag,60064,10,5,10
10054,Dieppe Retail,Vapor X800 Lite Senior Hockey Gloves,60054,10,5,10
10010,Dieppe Retail,Vapor X900 Junior Ice Hockey Skates - '17 Model,60010,10,5,10
10086,Dieppe Retail,Vapor X900 Lite Senior Hockey Elbow Pads,60086,10,5,10
10047,Dieppe Retail,Vapor X900 Lite Senior Hockey Gloves,60047,10,5,10
10006,Dieppe Retail,Vapor X900 Senior Ice Hockey Skates,60006,10,5,10
10560,Dieppe Retail,Volleyball Match Knee Pads,19371,10,5,10
10579,Dieppe Retail,Volleyball Practice Platforms - Black,69602,10,5,10
10565,Dieppe Retail,VS-1 Knee Pad - Black,96547,10,5,10
10610,Dieppe Retail,Water Sports ItzaVolleyball Beach and Pool Volleyball (colors vary),71578,10,5,10
10534,Dieppe Retail,WHISTLES,12194,10,5,10
10089,Dieppe Retail,White Stick Tape,60089,10,5,10
10091,Dieppe Retail,White Stick Tape,60091,10,5,10
10443,Dieppe Retail,WNBA Replica Outdoor Basketball,12103,10,5,10
10776,Dieppe Retail,Woman's Dry Training,21525,10,5,10
10794,Dieppe Retail,"Women's 10"" Dry Essential Basketball Shorts",25252,10,5,10
10823,Dieppe Retail,"Women's 3"" Dry Running Shorts",25412,10,5,10
10784,Dieppe Retail,"Women's 3"" Dry Tempo Core Running Shorts",24212,10,5,10
10786,Dieppe Retail,"Women's 3"" Dry Tempo Running Shorts",44141,10,5,10
10792,Dieppe Retail,"Women's 3"" Heatherized Tempo Shorts",42424,10,5,10
10829,Dieppe Retail,"Women's 5"" Attack Training Shorts",51282,10,5,10
10830,Dieppe Retail,"Women's 5"" Intertwist Shorts",25127,10,5,10
10712,Dieppe Retail,Women's Burton Avalon Bib Pant - HIC,20032,10,5,10
10711,Dieppe Retail,Women's Burton Avalon Bib Pant - NVM,20031,10,5,10
10714,Dieppe Retail,Women's Burton Avalon Bib Pant - ROS,20034,10,5,10
10713,Dieppe Retail,Women's Burton Avalon Bib Pant - TRB,20033,10,5,10
10252,Dieppe Retail,Women's Burton Coco Snowboard Boot,10644,10,5,10
10245,Dieppe Retail,Women's Burton Felix Boa Snowboard Boot,13179,10,5,10
10703,Dieppe Retail,Women's Burton Gloria - BAL,20014,10,5,10
10704,Dieppe Retail,Women's Burton Gloria - CAN,20015,10,5,10
10702,Dieppe Retail,Women's Burton Gloria - CLV,20013,10,5,10
10700,Dieppe Retail,Women's Burton Gloria - FEL,20011,10,5,10
10708,Dieppe Retail,Women's Burton Gloria - PRI,20019,10,5,10
10701,Dieppe Retail,Women's Burton Gloria - PRT,20012,10,5,10
10710,Dieppe Retail,Women's Burton Gloria - ROS,20021,10,5,10
10709,Dieppe Retail,Women's Burton Gloria - SQU,20020,10,5,10
10705,Dieppe Retail,Women's Burton Gloria - STT,20016,10,5,10
10706,Dieppe Retail,Women's Burton Gloria - TRB,20017,10,5,10
10707,Dieppe Retail,Women's Burton Gloria - TRO,20018,10,5,10
10247,Dieppe Retail,Women's Burton Limelight Boa Snowboard Boot,15087,10,5,10
10249,Dieppe Retail,Women's Burton Limelight Snowboard Boot,10621,10,5,10
10246,Dieppe Retail,Women's Burton Mint Boa Snowboard Boot,13177,10,5,10
10251,Dieppe Retail,Women's Burton Mint Snowboard Boot,10627,10,5,10
10718,Dieppe Retail,Women's Burton Moonbase Full-Zip - MOS,20052,10,5,10
10717,Dieppe Retail,Women's Burton Moonbase Full-Zip - ROS,20051,10,5,10
10715,Dieppe Retail,Women's Burton One Peace One Piece - FLC,20041,10,5,10
10716,Dieppe Retail,Women's Burton One Peace One Piece - HIC,20042,10,5,10
10254,Dieppe Retail,Women's Burton Ritual LTD Snowboard Boot,17125,10,5,10
10250,Dieppe Retail,Women's Burton Ritual Snowboard Boot,10624,10,5,10
10248,Dieppe Retail,Women's Burton Supreme Snowboard Boot,10626,10,5,10
10253,Dieppe Retail,Women's Burton Toaster Snowboard Boot Liner,17127,10,5,10
10832,Dieppe Retail,Women's Cool Dry Tempo Running Shorts,57128,10,5,10
10856,Dieppe Retail,Women's Crew Running Shorts,12512,10,5,10
10813,Dieppe Retail,"Women's Dry 5"" French Terry Attack Shorts",89523,10,5,10
10821,Dieppe Retail,Women's Dry Coral Printed Tempo Shorts,51278,10,5,10
10854,Dieppe Retail,"Women's Dry Floral Printed 3"" Tempo Running",26333,10,5,10
10853,Dieppe Retail,Women's Dry High Cut Tempo Running Shorts,27033,10,5,10
10778,Dieppe Retail,Women's Dry Legend Training T-Shirt,25412,10,5,10
10810,Dieppe Retail,Women's Dry Party Pack Tempo Running Shorts,25128,10,5,10
10858,Dieppe Retail,Women's Dry Tempo Americana Running Shorts,32362,10,5,10
10773,Dieppe Retail,Women's Dry Tomboy Cross-Dye Tank Top,22294,10,5,10
10780,Dieppe Retail,Women's Dry Veneer Training Tank Top,14212,10,5,10
10863,Dieppe Retail,Women's Essential Full Zip Running Jacket,74743,10,5,10
10865,Dieppe Retail,Women's Essential Full Zip Running Vest,12512,10,5,10
10873,Dieppe Retail,Women's Essential Hooded Running Jacket,23623,10,5,10
10255,Dieppe Retail,Women's Felix Step On Bundle,17286,10,5,10
10808,Dieppe Retail,Women's Flex 2-in-1 Training Shorts,61249,10,5,10
10842,Dieppe Retail,Women's Gym Vintage Shorts,75347,10,5,10
10771,Dieppe Retail,Women's Legend Drif-Fit Fleck T-Shirt,51292,10,5,10
10256,Dieppe Retail,Women's Limelight Step On Bundle,17288,10,5,10
10837,Dieppe Retail,"Women's Plus Size 3"" Dry Tempo Shorts",47545,10,5,10
10807,Dieppe Retail,"Women's Plus Size Dry 3"" Tempo Running Shorts",26163,10,5,10
10841,Dieppe Retail,Women's Plus Size Flex Training Shorts,32763,10,5,10
10719,Dieppe Retail,Women's Premium Ellmore Pullover - MOI,20061,10,5,10
10720,Dieppe Retail,Women's Premium Ellmore Pullover - ROS,20062,10,5,10
10834,Dieppe Retail,"Women's Pro 3"" Printed Shorts",58752,10,5,10
10815,Dieppe Retail,"Women's Pro 3"" Shorts",35235,10,5,10
10828,Dieppe Retail,"Women's Pro 3"" Training Shorts",24781,10,5,10
10799,Dieppe Retail,"Women's Pro Deluxe 3"" Shorts",23474,10,5,10
10781,Dieppe Retail,Women's Pro Deluxe Tank Top,32533,10,5,10
10811,Dieppe Retail,"Women's Pro Dri-FIT 3"" Shorts",20912,10,5,10
10839,Dieppe Retail,"Women's Pro Dri-FIT 5"" Training Shorts",36236,10,5,10
10802,Dieppe Retail,"Women's Pro Dri-FIT 8"" Training Shorts",34734,10,5,10
10803,Dieppe Retail,"Women's Pro Dri-FIT Feather Printed 3"" Shorts",23623,10,5,10
10876,Dieppe Retail,Women's Repellent Golf Vest,75432,10,5,10
10878,Dieppe Retail,Women's Sportswear Newsprint Half-Zip Jacket,78323,10,5,10
10869,Dieppe Retail,Women's Sportswear Sherpa Windrunner Jacket,85455,10,5,10
10861,Dieppe Retail,Women's Sportswear Windrunner Jacket,32519,10,5,10
10870,Dieppe Retail,Women's Sportswear Windrunner Reversible Jacket,54654,10,5,10
10871,Dieppe Retail,Women's Therma Sherpa Full Zip Jacket,15252,10,5,10
10570,Dieppe Retail,Women's Wave Lightning Z3 Indoor Court Shoes - Black/Yellow,72449,10,5,10
10568,Dieppe Retail,Women's Wave Lightning Z4 Indoor Court Shoes - Pink/Silver,38901,10,5,10
10572,Dieppe Retail,Women's Wave Tornado X Indoor Court Shoes - Black/Purple,11819,10,5,10
10805,Dieppe Retail,"Womens' 5"" Dri-FIT Attack Training Shorts",23743,10,5,10
10335,Dieppe Retail,Wood Wood Driver,52736,10,5,10
10303,Dieppe Retail,WORKOUT LO RIPPLE,53260,10,5,10
10301,Dieppe Retail,WORKOUT PLUS MU,42840,10,5,10
10616,Dieppe Retail,WPN Killabeez Practice Grade .68 Caliber Paintballs 2000 Count,49672,10,5,10
10615,Dieppe Retail,WPN Weapons Grade .68 Caliber Paintballs 2000 Count,54734,10,5,10
10488,Dieppe Retail,Youth One-On-One Portable Basketball Hoop System,12148,10,5,10
10513,Dieppe Retail,Youth One-On-One Portable Basketball Hoop System,12173,10,5,10
